access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,related_identifiers,publication_type,references,title,upload_type,conceptdoi,files,format,xml_id
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Ludwig-Maximilians-Universität München', 'name': 'Schroeter, Julian', 'orcid': '0000-0003-0168-2608'}]",The poster develops and discusses a new technique of modeling prototypicality in genre concepts based on the c@1-score as an uncertainty-based accuracy score and perspectival modeling within the framework of supervised machine learning. The technique is intended to provide better understanding of loosely ordered genres.,10.5281/zenodo.8228486,"['Paper', 'Poster', 'prototype theory', 'prototypicality', 'perspectival modeling', 'genre', 'machine learning', 'artificial intelligence and machine learning', 'cultural analytics', 'text mining and analysis', 'Cultural studies', 'Literary studies', 'Philology']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228486', 'recid': 8228486}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107640', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Modeling Prototypicality and Uncertainty in Genre Concepts,poster,10.5281/zenodo.8228485,['Schroeter_Modeling-Prototypicality-and-Uncertainty-in-Genre-Concepts.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'University of Oslo, Norway', 'name': 'Honkapohja, Alpo', 'orcid': '0000-0002-9724-5180'}, {'affiliation': 'University of Oslo, Norway', 'name': 'Thaisen, Jacob'}, {'affiliation': 'University of Oslo, Norway', 'name': 'Nøklestad, Anders'}]","The poster/presentation demonstrates a web-based search tool for the Index of Middle English Prose, built using the SRILM language modelling toolkit, which is capable of handling variation in spelling, syntax and lexicon inherent to a prestandardised vernacular such as Middle English.",10.5281/zenodo.8228488,"['Paper', 'Poster', 'Middle English', 'Language modelling', 'Manuscript studies', 'concordancing and indexing', 'manuscripts description', 'representation', 'and analysis', 'natural language processing', 'Book and print history', 'Linguistics', 'Literary studies', 'Philology']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228488', 'recid': 8228488}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107660', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Index of Middle English Prose: A search tool based on language modelling,poster,10.5281/zenodo.8228487,['Honkapohja_The-Index-of-Middle-English-Prose.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'University of Opole, Poland', 'name': 'Koper, Beata', 'orcid': '0000-0002-6166-7971'}, {'affiliation': 'Institute of Literary Research of the Polish Academy of Sciences, Poland', 'name': 'Rosiński, Cezary', 'orcid': '0000-0002-6136-7186'}, {'affiliation': 'Institute of Literary Research of the Polish Academy of Sciences, Poland', 'name': 'Wachek, Barbara', 'orcid': '0000-0002-8309-8546'}, {'affiliation': 'Institute of Literary Research of the Polish Academy of Sciences, Poland', 'name': 'Maryl, Maciej', 'orcid': '0000-0002-2639-041X'}, {'affiliation': 'Institute of Literary Research of the Polish Academy of Sciences, Poland', 'name': 'Umerle, Tomasz'}]","This poster reports on the ongoing R&amp;D project iPBL aimed at expanding the source catalogue of the Polish Literary Bibliography (PBL) and supplementing it with information about online materials such as electronic literature, literary blogs, websites devoted to the Polish culture, and social media profiles.",10.5281/zenodo.8228490,"['Paper', 'Poster', 'bibliography', 'database', 'digital culture', 'polish culture', 'bibliographic analysis', 'data publishing projects', 'systems', 'and methods', 'database creation', 'management', 'and analysis', 'linked (open) data', 'Humanities computing', 'Library & information science', 'Literary studies']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228490', 'recid': 8228490}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107863', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,iPBL – supplementing literary bibliography with internet sources. Collaborative cataloguing,poster,10.5281/zenodo.8228489,['Koper_iPBL-supplementing-literary-bibliography-with-internet-sources.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'DARIAH', 'name': 'Barbot, Laure', 'orcid': '0000-0002-6008-7959'}, {'affiliation': 'Universidad Rey Juan Carlos', 'name': 'Battaner Moro, Elena', 'orcid': '0000-0002-5521-6445'}, {'affiliation': 'Göttingen State and University Library', 'name': 'Buddenbohm, Stefan', 'orcid': '0000-0002-3469-6101'}, {'affiliation': 'CNR-ISTI', 'name': 'Concordia, Cesare', 'orcid': '0000-0001-9394-6257'}, {'affiliation': 'ADP', 'name': 'Dolinar, Maja', 'orcid': '0000-0002-8307-6486'}, {'affiliation': 'ACDH-CH', 'name': 'Ďurčo, Matej', 'orcid': '0000-0002-5274-8278'}, {'affiliation': 'DARIAH', 'name': 'Gray, Edward', 'orcid': '0000-0002-5201-1014'}, {'affiliation': 'University of Zurich; DaSCH', 'name': 'Grisot, Cristina', 'orcid': '0000-0003-0684-4442'}, {'affiliation': 'ACDH-CH', 'name': 'Illmayer, Klaus', 'orcid': '0000-0001-7253-996X'}, {'affiliation': 'ACDH-CH', 'name': 'Kirnbauer, Martin'}, {'affiliation': 'FSD; CESSDA', 'name': 'Kleemola, Mari', 'orcid': '0000-0001-8855-5075'}, {'affiliation': 'CLARIN', 'name': 'König, Alexander', 'orcid': '0000-0002-8540-2396'}, {'affiliation': 'University College Cork', 'name': 'Kurzmeier, Michael', 'orcid': '0000-0003-4925-5197'}, {'affiliation': ""King's College London"", 'name': 'McGillivray, Barbara', 'orcid': '0000-0003-3426-8200'}, {'affiliation': 'Iscte-Instituto Universitário de Lisboa', 'name': 'Parente Boavida, Clara', 'orcid': '0000-0002-4837-6395'}, {'affiliation': 'Babeș-Bolyai University Cluj-Napoca', 'name': 'Schuster, Christian', 'orcid': '0000-0002-5851-5643'}, {'affiliation': 'ADP; CESSDA', 'name': 'Vipavc Brvar, Irena', 'orcid': '0000-0001-6068-0210'}, {'affiliation': 'Institute of Literary Research of the Polish Academy of Sciences', 'name': 'Wnuk, Magdalena', 'orcid': '0000-0003-4129-6664'}]","The SSH Open Marketplace is a discovery portal which pools and contextualises resources for Social Sciences and Humanities research communities: tools, services, training materials, datasets, publications and workflows. This poster presents how this service can provide insights into the use of tools, methods and standards in the DH research communities.",10.5281/zenodo.8228492,"['Paper', 'Poster', 'catalogue', 'EOSC', 'Research Infrastructures', 'tools', 'services', 'database creation', 'management', 'and analysis', 'digital research infrastructures development and analysis', 'metadata standards', 'systems', 'and methods', 'sustainable procedures', 'systems', 'and methods', 'Library & information science']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228492', 'recid': 8228492}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107636', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,The Social Sciences and Humanities Open Marketplace: contextualising digital resources in a registry,poster,10.5281/zenodo.8228491,['Barbot_The-Social-Sciences-and-Humanities-Open-Marketplace.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Universidad Nacional Autónoma de México, Mexico', 'name': 'Priani Saiso, Ernesto', 'orcid': '0000-0003-2908-0457'}, {'affiliation': 'Universidad de los Andes', 'name': 'Afanador, Maria José', 'orcid': '0000-0003-2652-5799'}, {'affiliation': 'CONICET-Universidad de Buenos Aires', 'name': 'Del Rio Riande, Gimena', 'orcid': '0000-0002-8997-5415'}]","Our poster will present the details of the SemanaHD and its results as a way to connect the Latin America HD Community. We want to highlight that the SemanaHD gave to the local communities the opportunity of connecting with a regional one, strengthening links in the region, and connecting specific communities.",10.5281/zenodo.8228495,"['Paper', 'Poster', 'DHCommunity', 'Latin America', 'SemanaHD', 'public humanities collaborations and methods', 'Education/ pedagogy']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228495', 'recid': 8228495}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107680', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,SemanaHD. Bringing together the Latin American digital humanities community,poster,10.5281/zenodo.8228494,['Priani_Saiso_Semana-HD.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Digital Humanities Lab, University of Basel, Switzerland', 'name': 'Raemy, Julien Antoine', 'orcid': '0000-0002-4711-5759'}, {'affiliation': 'Centre for Digital Scholarship, University of Oxford, United Kingdom', 'name': 'Gray, Tanya', 'orcid': '0000-0003-1561-7364'}, {'affiliation': 'Centre for Digital Scholarship, University of Oxford, United Kingdom', 'name': 'Collinson, Alwyn', 'orcid': '0000-0003-2021-5052'}, {'affiliation': 'Oxford e-Research Centre, University of Oxford, United Kingdom', 'name': 'Page, Kevin R.', 'orcid': '0000-0002-1668-6540'}]","A collaboration between the Linked Art II project and Participatory Knowledge Practices in Analogue and Digital Image Archives (PIA) has led to a reconfigurable Python-based workflow to transform cultural heritage data, initially photographic collections, into Linked Open Usable Data, as a foundation for varied participatory interfaces supporting scholarship and beyond.",10.5281/zenodo.8228497,"['Paper', 'Poster', 'Collaboration', 'Cultural Heritage', 'Linked Art', 'Linked Open Usable Data', 'Workflow', 'data modeling', 'linked (open) data', 'metadata standards', 'systems', 'and methods', 'software development', 'systems', 'analysis and methods', 'Anthropology', 'Computer science', 'Cultural studies', 'Galleries and museum studies']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228497', 'recid': 8228497}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107398', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Enabling Participatory Data Perspectives for Image Archives through a Linked Art Workflow,poster,10.5281/zenodo.8228496,['Raemy_Enabling-Participatory-Data-Perspectives-for-Image-Archives-through-a-Linked-Art-Workflow.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Michigan State University, United States of America', 'name': 'Mapes, Kristen', 'orcid': '0000-0003-1761-3906'}]","This poster presents a digital humanities study abroad program that brings undergraduate students to the UK to explore the intersections of technology, humanities, and the arts. Over four weeks, the students meet with curators, DH practitioners, and creatives. In addition to connecting students with professionals in the cultural heritage sector, the program challenges students to create small-scale digital humanities projects.",10.5281/zenodo.8228499,"['Paper', 'Poster', 'Pedagogy', 'Study Abroad', 'Museums', 'Libraries', 'Archives', 'curricular and pedagogical development and analysis', 'Education/ pedagogy', 'Galleries and museum studies', 'Library & information science']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228499', 'recid': 8228499}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107644', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Learning from the Experts On-Site: A Short Term Digital Humanities Study Abroad Framework,poster,10.5281/zenodo.8228498,['Mapes_Learning-from-the-experts-onsite.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Trinity College Dublin, Ireland', 'name': 'Edmond, Jennifer', 'orcid': '0000-0001-9991-1637'}]","This poster will present the results of a 10-year study into the post-degree professional pathways of the graduates of Trinity College Dublin's MPhil programme in Digital Humanities and Culture. It will also look at curricular changes made because of, and wider questions about DH raised by, these findings.",10.5281/zenodo.8228501,"['Paper', 'Poster', 'curriculum design', 'career pathways', 'graduate destinations', 'curricular and pedagogical development and analysis', 'meta-criticism (reflections on digital humanities and humanities computing)', 'Humanities computing']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228501', 'recid': 8228501}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107462', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Where do they go? 10 years of professional choices by Digital Humanities Masters graduates (and what we might learn from them),poster,10.5281/zenodo.8228500,['Edmond_Where-do-they-go.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'University of Pittsburgh, United States of America', 'name': 'Grossner, Karl', 'orcid': '0000-0002-4066-8297'}, {'affiliation': 'University of Pittsburgh, United States of America', 'name': 'Mostern, Ruth', 'orcid': '0000-0001-8219-7174'}, {'affiliation': 'University of Pittsburgh, United States of America', 'name': 'Michalewicz, Nathan', 'orcid': '0000-0002-0049-9206'}, {'affiliation': 'University of Pittsburgh, United States of America', 'name': 'Straub, Alexandra'}]","This poster describes the World Historical Gazetteer project software platform (WHG), with a particular focus on its collection-building features. The WHG is linking and providing access to records of historical place attestations contributed by researchers working in numerous fields within the humanities and social sciences.",10.5281/zenodo.8228503,"['Paper', 'Poster', 'gazetteers', 'place', 'linked data', 'pedagogy', 'digital research infrastructures development and analysis', 'linked (open) data', 'spatial & spatio-temporal analysis', 'modeling and visualization', 'Education/ pedagogy', 'Geography and geo-humanities', 'History', 'Humanities computing']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228503', 'recid': 8228503}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107861', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Connecting Places In the World Historical Gazetteer,poster,10.5281/zenodo.8228502,['Grossner_Connecting-Places-in-World-Historical-Gazetteer.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Utrecht University, the Netherlands', 'name': 'Janssen, Berit', 'orcid': '0000-0001-7218-7642'}, {'affiliation': 'Utrecht University, the Netherlands', 'name': 'Stiphout, Mees'}, {'affiliation': 'Utrecht University, the Netherlands', 'name': 'van der Plas, Luka', 'orcid': '0000-0002-0217-7948'}]","I-Analyzer allows to search, filter and visualize text data from various humanities disciplines. We describe the functionality of the tool, how it can be extended, and its use in research to this point.",10.5281/zenodo.8228505,"['Paper', 'Poster', 'distant reading', 'indexing', 'full-text search', 'visualization', 'corpus studies', 'concordancing and indexing', 'software development', 'systems', 'analysis and methods', 'text mining and analysis', 'History', 'Humanities computing', 'Political science', 'Translation studies']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228505', 'recid': 8228505}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107464', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,"I-Analyzer: a flexible interface for full-text search, filtering and visualization",poster,10.5281/zenodo.8228504,['Van_Stiphout_I-Anlyzer.pdf'],,
