access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,related_identifiers,publication_type,references,title,upload_type,conceptdoi,files,format,xml_id
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'University of Vienna', 'name': 'Kremmel, Stefanie', 'orcid': '0000-0002-2679-0034'}, {'affiliation': 'Digital Humanities Craft', 'name': 'Steiner, Christian', 'orcid': '0000-0002-6658-4622'}, {'affiliation': 'Digital Humanities Craft', 'name': 'Pollin, Christopher'}]",A blueprint for establishing a workflow for generating research data in humanities research projects using the example of the project Exil.Trans. FAIR criteria as well as Linked Open Data principles and ontology-based modeling are addressed.,10.5281/zenodo.8228521,"['Paper', 'Poster', 'linked open data', 'biographical data', 'translator', 'semantic web', 'workflow', 'data modeling', 'data publishing projects', 'systems', 'and methods', 'linked (open) data', 'Translation studies']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228521', 'recid': 8228521}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107791', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Exil:Trans - a blueprint for research data reuse,poster,10.5281/zenodo.8228520,['Pollin_ExilTrans.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Universität Potsdam', 'name': 'Giovannini, Luca', 'orcid': '0000-0003-2444-7192'}, {'affiliation': 'Universität Potsdam', 'name': 'Skorinkin, Daniil', 'orcid': '0000-0002-1845-9974'}, {'affiliation': 'Universität Potsdam', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320'}, {'affiliation': 'Universität Potsdam', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541'}, {'affiliation': 'Freie Universität Berlin', 'name': 'Fischer, Frank', 'orcid': '0000-0003-2419-6629'}, {'affiliation': 'Universität Trier', 'name': 'Dudar, Julia', 'orcid': '0000-0001-5545-9562'}, {'affiliation': 'Universität Potsdam', 'name': 'Milling, Carsten', 'orcid': '0000-0003-0553-7512'}, {'affiliation': 'Palacký University Olomouc', 'name': 'Pořízka, Petr', 'orcid': '0000-0001-6980-9148'}]","The multilingual DraCor platform (https://www.dracor.org) represents a valuable resource for literature and theatre scholars, allowing them to host, access and analyse thousands of plays from Antiquity to the XX century. After briefly presenting the workflow for the ingestion of new plays into our ecosystem, we focus on the collaborative side of our endeavours, demonstrating how external scholars can benefit from a range of tools and guides to easily prepare and submit their own collections. As a showcase of the process, we present three corpora currently in production, focusing respectively on Ukrainian, Czech, and Early Modern English literature.",10.5281/zenodo.8228523,"['Paper', 'Poster', 'TEI', 'corpus-building', 'drama', 'collaboration', 'DraCor', 'crowdsourcing', 'digital research infrastructures development and analysis', 'text encoding and markup language creation', 'deployment', 'and analysis', 'Literary studies', 'Performance Studies: Dance', 'Theatre']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228523', 'recid': 8228523}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107456', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Distributed Corpus Building in Literary Studies: The DraCor Example,poster,10.5281/zenodo.8228522,['Skorinkin_Distributed-Corpus-Building-in-Literary-Studies.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Technical University of Darmstadt, Germany', 'name': 'Gius, Evelyn', 'orcid': '0000-0001-8888-8419'}, {'affiliation': 'University of Trier, Germany', 'name': 'Schöch, Christof', 'orcid': '0000-0002-4557-2753'}, {'affiliation': 'University of Potsdam, Germany', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320'}, {'affiliation': 'Technical University of Darmstadt, Germany', 'name': 'Gerstorfer, Dominik', 'orcid': '0000-0002-8095-2540'}, {'affiliation': 'Technical University of Darmstadt, Germany', 'name': 'Guhr, Svenja', 'orcid': '0000-0002-7686-3609'}, {'affiliation': 'University of Trier, Germany', 'name': 'Ripoll, Elodie', 'orcid': '0000-0003-4782-769X'}, {'affiliation': 'University of Potsdam, Germany', 'name': 'Sluyter-Gäthje, Henny', 'orcid': '0000-0003-2969-3237'}]","This poster reports on the experiences of launching a publisher-independent OA journal, the Journal of Computational Literary Studies (JCLS) and reflects the workflow established so far. It also discusses openess as a practice of opening up diversified communication spaces with regard to community involvement, peer reviewing, and the publishing workflow.",10.5281/zenodo.8228526,"['Paper', 'Poster', 'Open Access', 'Journal', 'Publishing', 'Publishing Workflow', 'digital publishing projects', 'systems', 'and methods', 'open access methods', 'Cultural studies', 'Literary studies']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228526', 'recid': 8228526}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107458', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,"The Journal of Computational Literary Studies (JCLS): Community, review, and editorial workflow in an Open Access Journal",poster,10.5281/zenodo.8228525,['Gius_JCSL.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Charles University, Faculty of Mathematics and Physics, Czech Republic', 'name': 'Janssen, Maarten', 'orcid': '0000-0003-0272-6318'}]","The TEITOK REST API lets you interact with your corpus remotely - to upload documents in various formats - automatically converted to TEI/XML; to render search results; to run an NLP pipeline on the server; or download the content of corpus document, treat that content locally with local NLP tools or manual annotation tools, and then upload the results back to the server, where the new or corrected annotations will be incorporated into the original TEI/XML document without destroying any of the potentially complex annotations already in the document.",10.5281/zenodo.8228528,"['Paper', 'Poster', 'Programmable Corpora', 'TEI/XML', 'Document Enhancement', 'Natural Language Processing', 'annotation structures', 'systems', 'and methods', 'manuscripts description', 'representation', 'and analysis', 'natural language processing', 'text encoding and markup language creation', 'deployment', 'and analysis', 'Computer science', 'Humanities computing', 'Linguistics']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228528', 'recid': 8228528}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107983', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,TEITOK API - Programmable DH Corpora,poster,10.5281/zenodo.8228527,['Janssen_TEITOK-API.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'ENS de Lyon, LARHRA', 'name': 'Alamercery, Vincent', 'orcid': '0000-0001-5830-3192'}, {'affiliation': 'CNRS, LARHRA', 'name': 'Beretta, Francesco', 'orcid': '0000-0002-4389-4126'}, {'affiliation': 'KleioLab', 'name': 'Favey, François-Joseph'}, {'affiliation': 'CNRS, LARHRA', 'name': 'Ferhod, Djamel'}, {'affiliation': 'KleioLab', 'name': 'Knecht, David'}, {'affiliation': 'KleioLab', 'name': 'Muck, Gaétan'}, {'affiliation': 'CNRS, LARHRA', 'name': 'Perraud, Alexandre'}, {'affiliation': 'ENS de Lyon, LARHRA', 'name': 'Pica, Morgane', 'orcid': '0000-0002-0981-4516'}, {'affiliation': 'KleioLab', 'name': 'Schneider, Jonas'}, {'affiliation': 'KleioLab', 'name': 'Stebler, Andreas'}]","The OntoME-Geovistory environment is the answer brought by LARHRA, Bern University and the IT-startup KleioLab to cope with the issues of digital transition in humanities and social sciences. It offers a complete workflow from data modelling within CIDOC CRM conceptual framework to data production and publication according to FAIR principles.",10.5281/zenodo.8228530,"['Paper', 'Poster', 'digital history', 'virtual research environment', 'ontology', 'FAIR data', 'research infrastructure', 'data modeling', 'data publishing projects', 'systems', 'and methods', 'database creation', 'management', 'and analysis', 'digital research infrastructures development and analysis', 'Geography and geo-humanities', 'History', 'Humanities computing', 'Library & information science']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228530', 'recid': 8228530}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107383', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Open Research Practices with the OntoME-Geovistory environment,poster,10.5281/zenodo.8228529,['Alamercery_Geovistory.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'California Polytechnic State University, United States of America', 'name': 'Jones, Cameron'}, {'affiliation': 'California Polytechnic State University, United States of America', 'name': 'Witulski, Evan'}, {'affiliation': 'California Polytechnic State University, United States of America', 'name': 'Khosmood, Foaad', 'orcid': '0000-0003-2531-6610'}]","We use data science methods to examine Colonial Spanish records to analyze the extent of the presence of Afro-descendants in early California. This has been difficult to examine because most Californians of African descent elided their origins in sacramental church records referring to themselves as ""gente de razón"" or people of reason.",10.5281/zenodo.8228532,"['Paper', 'Poster', 'African Californios', 'California Missions', 'data modeling', 'ethnographic analysis', 'natural language processing', 'African and African American Studies', 'History']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228532', 'recid': 8228532}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107404', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,African Californios: Uncovering the African past of Spanish and Mexican California using Data Science Methods,poster,10.5281/zenodo.8228531,['Khosmood_African-Californios.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'University of Graz, Austria', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215'}, {'affiliation': 'University of Graz, Austria', 'name': 'Klug, Helmut W.'}]",This Poster presents a TEI model for radio plays and how we distributed our digital audio edition of 2 of Werner Koflers radio plays on the research platform: www.wernerkofler.at.,10.5281/zenodo.8228534,"['Paper', 'Poster', 'Radio plays', 'digital audio edition', 'Werner Kofler', 'audio plays', 'Interface design', 'development', 'and analysis', 'metadata standards', 'systems', 'and methods', 'scholarly editing and editions development', 'analysis', 'and methods', 'text encoding and markup language creation', 'deployment', 'and analysis', 'Literary studies']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228534', 'recid': 8228534}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107634', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Werner Kofler radio plays - 2 audio editions and their dissemination,poster,10.5281/zenodo.8228533,['Raunig_Werner-Kofler-Radio-Plays.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Oficina del Historiador de la ciudad de la Habana, Cuba', 'name': 'Terrón Quintero, Grisel'}, {'affiliation': 'Oficina del Historiador de la ciudad de la Habana, Cuba', 'name': 'Guerra Figueredo, Eritk'}, {'affiliation': 'Oficina del Historiador de la ciudad de la Habana, Cuba', 'name': 'Solernou Ferrer, Alaina'}, {'affiliation': 'Oficina del Historiador de la ciudad de la Habana, Cuba', 'name': 'Echarri Ramirez, Bryan'}]","OHCH is developing a digital transformation plan based on smart-city concepts. The digital collections management system is presented, a virtual space where digital objects are shared to give universal and collaborative access to Cuban cultural wealth. Innovation and collaboration have been the keys for the development of digital collections.",10.5281/zenodo.8228536,"['Paper', 'Poster', 'cultural heritage', 'digital collection', 'museum', 'library', 'archive', 'digital publishing projects', 'systems', 'and methods', 'digitization (2D & 3D)', 'public humanities collaborations and methods', 'systems and information architecture and usability', 'Cultural studies', 'History', 'Informatics']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228536', 'recid': 8228536}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107525', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Cuban digital collections: an approach for collaboration and innovation.,poster,10.5281/zenodo.8228535,['Terr_n_Quintero_Cuban-digital-collections.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'University of Graz', 'name': 'Bauer, Bernhard', 'orcid': '0000-0003-2881-0972'}]","The proposed poster gives an overview on the Gloss-ViBe project which analyses the early medieval Celtic and Latin glosses found in the fragmentory manuscript Vienna, Österreichische Nationalbibliothek, Codex 15298 (olim Suppl. 2698) from different angles including digital humanities, philology and linguistics.",10.5281/zenodo.8228538,"['Paper', 'Poster', 'Glossing', 'Early Medieval', 'Manuscripts', 'Digital Edition', 'manuscripts description', 'representation', 'and analysis', 'natural language processing', 'scholarly editing and editions development', 'analysis', 'and methods', 'text encoding and markup language creation', 'deployment', 'and analysis', 'Linguistics', 'Philology']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228538', 'recid': 8228538}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107446', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,Gloss-ViBe: Early Medieval Glosses and the Digital Humanities,poster,10.5281/zenodo.8228537,['Bauer_Early-Medieval-Glosses.pdf'],,
open,"[{'identifier': 'dh2023graz'}, {'identifier': 'zenodo'}]",DH2023,10-14 July 2023,"Graz, Austria",Digital Humanities 2023. Collaboration as Opportunity,https://dh2023.adho.org/,"[{'affiliation': 'University of Graz', 'name': 'Scholger, Walter', 'orcid': '0000-0002-9256-0958', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Vogeler, Georg', 'orcid': '0000-0002-1726-1712', 'type': 'Editor'}, {'affiliation': 'Belgrade Center for Digital Humanities', 'name': 'Tasovac, Toma', 'orcid': '0000-0002-3919-993X', 'type': 'Editor'}, {'affiliation': 'Le Mans Université', 'name': 'Baillot, Anne', 'orcid': '0000-0002-4593-059X', 'type': 'Editor'}, {'affiliation': 'University of Graz', 'name': 'Raunig, Elisabeth', 'orcid': '0009-0007-9019-8215', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Scholger, Martina', 'orcid': '0000-0003-1438-3236', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Steiner, Elisabeth', 'orcid': '0000-0001-9116-0402', 'type': 'DataManager'}, {'affiliation': 'University of Graz', 'name': 'Centre for Information Modelling', 'type': 'HostingInstitution'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}]","[{'affiliation': 'Berlin-Brandenburg Academy of Sciences and Humanities, Germany', 'name': 'Dumont, Stefan'}, {'affiliation': 'Berlin-Brandenburg Academy of Sciences and Humanities, Germany', 'name': 'Kraft, Tobias'}, {'affiliation': 'Berlin-Brandenburg Academy of Sciences and Humanities, Germany', 'name': 'Thomas, Christian'}]","The poster aims to present (and discuss) the networking approach of the edition humboldt digital, which make extensive use of external data and web services.",10.5281/zenodo.8228540,"['Paper', 'Poster', 'Scholarly Edition', 'Application Programming Interfaces', 'Web services', 'Data', 'data publishing projects', 'systems', 'and methods', 'scholarly editing and editions development', 'analysis', 'and methods', 'text encoding and markup language creation', 'deployment', 'and analysis', 'History', 'History of science', 'Literary studies', 'Philology']",CC-BY-4.0,,"{'doi': '10.5281/zenodo.8228540', 'recid': 8228540}",2023-06-30,"[{'identifier': '10.5281/zenodo.8107833', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}]",,,The networked edition humboldt digital,poster,10.5281/zenodo.8228539,['Dumont_The-networked-edition-humboldt-digital.pdf'],,
